tempo,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc_delta1,mfcc_delta2,mfcc_delta3,mfcc_delta4,mfcc_delta5,mfcc_delta6,mfcc_delta7,mfcc_delta8,mfcc_delta9,mfcc_delta10,mfcc_delta11,mfcc_delta12,mfcc_delta13,mfcc_delta14,mfcc_delta15,mfcc_delta16,mfcc_delta17,mfcc_delta18,mfcc_delta19,mfcc_delta20,tonnetz1,tonnetz2,tonnetz3,tonnetz4,tonnetz5,tonnetz6,tonnetz7,tonnetz8,tonnetz9,tonnetz10,spectral_contrast1,spectral_contrast2,spectral_contrast3,spectral_contrast4,spectral_contrast5,spectral_contrast6,spectral_contrast7,spectral_contrast8,spectral_contrast9,spectral_contrast10,spectral_contrast11,spectral_contrast12,spectral_contrast13,filename_label,manele
112.3471467,0.37527424,0.47066778,0.41964936,0.48781732,0.38037696,0.33975944,0.39816028,0.3799615,0.43103474,0.3246151,0.33537433,0.37384987,0.18007623,2638.256395,2757.357449,5905.281082,0.106842912,-70.816925,74.95482,7.1446223,20.664503,6.0814266,6.8996525,-0.9231522,4.9623713,-2.558476,6.5139937,0.7984618,7.741333,-0.57757616,0.8601454,0.11541353,2.621808,-2.900004,4.666848,-2.161979,-0.17012268,0,5.55E-10,-1.11E-09,4.03E-09,-1.11E-09,0,-1.81E-09,-9.72E-10,-6.25E-10,-8.33E-10,-5.55E-10,4.17E-10,3.47E-10,-2.01E-09,-4.17E-10,-2.08E-10,3.82E-10,-1.15E-09,5.55E-10,-3.47E-10,-0.037473258,-0.052136179,-0.011359698,0.000953092,0.017742017,0.014841557,17.64713282,14.79823937,18.26519929,17.78459518,18.08608562,18.03515279,47.42812968,1
123.046875,0.37097424,0.3178704,0.36741576,0.40016264,0.5197469,0.3963848,0.32878643,0.3256389,0.39652517,0.43367425,0.34657168,0.40701684,0.24925774,2149.368833,2416.648247,4911.063305,0.075755713,-85.20943,97.169136,13.781184,14.724772,-2.7633753,3.8850243,-5.234776,2.2580798,-4.970438,-0.088387825,-2.5436473,-0.901335,-4.4998493,0.71300113,-4.1626244,0.40103406,-4.279227,2.4848273,-4.4344077,-0.2031233,-0.012017345,-0.006658436,0.002706459,0.000508806,0.001214512,0.0017912,0.000535935,0.001096184,0.001537829,0.00082605,-0.000351259,0.000121927,0.0011036,0.000991787,0.000388885,-0.000176427,-2.94E-05,-0.000193063,0.000481828,0.001136992,0.057673806,-0.003755682,-0.039668568,0.058361716,-0.018420946,0.000802744,23.54742348,15.54989166,18.8684768,19.08133201,18.52826443,17.31176348,45.75580115,0
83.35433468,0.55085903,0.5918473,0.527166,0.51015556,0.50858605,0.60935384,0.49605766,0.40891528,0.40789852,0.42990285,0.5603099,0.56827784,0.31865638,1929.357516,2237.410425,4358.670883,0.065699154,-84.26744,79.67965,-3.7550726,59.430157,14.866997,32.4321,6.846668,14.664379,10.064445,9.073143,3.3144646,6.8530736,-2.2115664,7.694548,0.317899,1.6377624,-4.3112717,-1.2230008,-4.8459635,1.9833723,2.57E-09,-1.29E-09,4.02E-10,9.64E-10,-8.04E-10,9.64E-10,4.02E-10,-1.29E-09,8.04E-11,2.81E-10,1.21E-09,8.04E-11,2.93E-09,1.69E-09,9.24E-10,4.42E-10,-8.04E-11,-1.37E-09,-2.81E-10,-1.61E-10,-0.067132807,0.058185612,-0.028415428,-0.005301038,0.008296876,-0.010612653,17.46151367,13.83490254,16.23917402,15.99036648,17.68435853,18.57341812,49.92553176,1
103.359375,0.38206813,0.4771061,0.3603815,0.511488,0.38376376,0.49967408,0.328128,0.31518725,0.37956253,0.3703671,0.49043545,0.34056193,0.20022964,2836.189161,2914.553511,6507.654287,0.107156185,-66.06374,73.301636,15.629122,11.567911,6.54456,6.329581,-6.2893004,5.8536215,-8.2277565,8.82962,-1.5921048,-1.1513317,-4.33557,3.5382378,-4.2329755,-3.5116558,-6.187095,-4.8138185,-6.6134114,0.7800414,3.00E-09,1.50E-09,-1.12E-09,-1.12E-09,-7.49E-10,9.36E-10,-3.28E-10,-3.75E-10,7.49E-10,1.87E-10,1.87E-10,-7.02E-11,6.55E-10,-6.55E-10,0,-7.02E-10,-1.40E-10,3.28E-10,9.36E-11,1.31E-09,-0.133290939,-0.047972566,0.043623467,-0.139037451,0.042615027,0.028774401,19.70030971,16.00807712,19.00602752,18.21898783,19.40704557,18.90996013,47.77131118,0
89.10290948,0.22623472,0.29449472,0.5065209,0.3023202,0.38268423,0.24758014,0.398326,0.3088556,0.24433188,0.3366488,0.250321,0.38195947,0.24675947,1927.409764,2203.803167,4052.554392,0.08481528,-95.61869,109.32296,10.965105,17.533995,-5.854936,2.3213458,-0.70771813,-2.2279887,-2.1391945,1.2340907,-4.2249384,2.326202,-3.9059808,-0.2539103,-3.776313,-0.88868415,-9.611121,3.2244723,-6.863671,3.663763,1.31E-08,0,-8.21E-10,0,2.67E-09,2.74E-10,-2.19E-09,9.58E-10,-2.74E-10,-6.85E-10,-1.92E-09,5.48E-10,1.37E-09,8.21E-10,-6.85E-10,1.44E-09,0,2.74E-10,-1.78E-09,6.85E-11,0.188954789,0.002606369,0.035757142,-0.078444771,-0.007609009,-0.011544649,21.0202805,15.53879465,19.53780829,20.24393479,20.20537531,20.60492839,47.71265414,0
112.3471467,0.37510276,0.47024083,0.41969123,0.4870919,0.37866852,0.33963108,0.39783198,0.37949297,0.43019214,0.32288346,0.3346949,0.37291563,0.17933585,2613.015306,2747.303043,5856.112026,0.105457128,-73.11621,75.28378,7.3643465,20.823853,6.2301717,6.9626036,-0.85764515,4.9949083,-2.534982,6.48175,0.8866132,7.841308,-0.46058017,0.8005999,0.15151048,2.5979056,-2.918299,4.658004,-2.1694102,-0.19101101,1.33E-08,5.55E-10,8.33E-10,-1.53E-09,1.39E-10,5.55E-10,0,-1.39E-10,8.33E-10,5.55E-10,5.55E-10,9.37E-10,5.21E-10,2.01E-09,8.33E-10,3.47E-10,-7.64E-10,-2.08E-10,-7.98E-10,6.94E-10,-0.037812516,-0.052444622,-0.011386249,0.000787156,0.01782711,0.015010302,17.73402269,14.97698541,18.4726585,18.00647133,18.74649475,19.34235279,46.28231875,1
129.1992188,0.51879644,0.34423622,0.41454768,0.271003,0.29381114,0.33518085,0.254541,0.33070394,0.2822958,0.360276,0.37261134,0.328483,0.25195318,2208.84248,2686.69502,5171.158372,0.072794873,-95.83512,95.31925,16.753685,12.513852,10.590309,-2.7068827,2.8022833,5.0114403,-3.7909174,11.486093,2.0824025,4.103382,1.0568388,2.0198407,-1.9311625,0.5853572,-4.038731,-0.26558867,-4.1633954,2.5922613,5.68E-09,-1.42E-09,-1.77E-10,2.13E-09,1.60E-09,4.44E-10,-1.95E-09,-1.77E-09,7.10E-10,1.24E-09,4.44E-10,-7.98E-10,4.44E-11,6.21E-10,4.44E-10,1.29E-09,5.32E-10,1.33E-09,5.32E-10,-8.87E-11,0.048216405,0.106467273,-0.024596416,-0.035548877,0.009423763,-0.014205463,22.44648976,17.60531676,20.33668554,19.1548942,19.82414628,20.95560418,48.65970633,1
135.9991776,0.6159835,0.624622,0.51072115,0.4803383,0.534632,0.5705111,0.5690929,0.5802345,0.7253127,0.70958835,0.59849286,0.597784,0.412335,1013.438767,1761.359402,2196.238214,0.016305077,-181.97935,94.258064,41.52849,78.24682,29.513584,35.320442,16.547916,13.810713,5.8631706,12.861188,5.9173245,7.6940303,3.7508721,7.6306763,3.644164,4.4688573,1.5336336,2.9769108,1.8300797,-0.3468777,-0.019109845,-0.011400678,-0.002928105,-0.000579531,0.002464311,0.001244956,0.002391904,0.000934671,6.57E-05,0.000619394,0.001101113,0.001871899,0.002599495,0.002432137,0.002010798,-3.72E-05,0.000398393,0.001653257,0.001623594,0.001058859,0.036635073,0.005849807,-0.07242419,-0.120077835,-0.01725919,0.00304552,20.99223644,16.74948799,18.9489193,17.62878359,17.42698723,18.59116016,47.95341231,1
103.359375,0.3990088,0.27644864,0.2629373,0.37920687,0.58619887,0.3945181,0.37494957,0.43205282,0.43357044,0.4822448,0.44881725,0.5078041,0.19337381,1743.071623,2158.020423,3856.935448,0.062323406,-156.45642,114.00402,31.621271,18.868881,2.452005,15.60321,-0.9170645,1.5375069,0.892769,7.324571,-0.4172379,-4.2727904,-3.5728593,-1.0871656,-2.9825742,5.5024824,-0.24788721,-0.7285887,-3.2462916,1.6782416,-0.002194085,0.002571711,0.004348052,2.08E-05,-0.000241208,0.001217504,0.001898803,0.000305729,0.000484188,0.000894785,-0.000639166,-0.001380929,-0.00055876,0.000224498,0.000247599,0.000276545,-0.000453757,-0.000503614,-0.000134712,-0.000786133,0.032052527,-0.038377036,0.037144533,0.07390493,0.024258742,0.010060924,21.00134682,16.30169283,18.38292062,19.31659161,20.45134408,18.80613932,47.17526734,0
92.28515625,0.31441075,0.37857035,0.25391275,0.34592438,0.33006048,0.26748976,0.40249217,0.36012548,0.5175543,0.39381075,0.37291908,0.44325766,0.20912501,2126.425996,2588.960259,4863.585424,0.076419644,-110.31369,97.19609,20.08561,15.120428,9.237825,5.601198,3.3450193,3.7962625,-2.8241384,5.0214267,-5.0906744,2.8677042,-8.826369,-1.4510678,-4.8659806,1.222987,-5.281091,-1.4334009,-2.867327,-1.3654901,-6.09E-09,-7.61E-10,-1.33E-09,1.52E-09,9.51E-11,7.61E-10,-6.18E-10,-6.66E-10,1.43E-10,-5.71E-10,-8.80E-10,-6.18E-10,-8.32E-11,6.66E-10,-9.99E-10,9.51E-11,-2.85E-10,-1.43E-09,-2.38E-10,-2.47E-09,0.018147751,-0.067736403,-0.029259602,0.007778895,-0.005273597,0.002991664,22.35667153,15.34220064,18.7734926,18.61358919,18.30805173,18.84050757,46.44270717,0
83.35433468,0.40070373,0.44496062,0.35146952,0.4498075,0.3860672,0.5252089,0.3310521,0.28623196,0.3868584,0.33357334,0.40493256,0.32387662,0.24973892,1808.138777,2525.618691,4215.697244,0.050639177,-102.625885,108.66737,29.174837,20.513,13.081895,8.047123,1.2394595,8.352684,-3.4019618,8.561631,-3.9669507,6.037205,-2.8273365,-1.9125054,-2.5840623,-0.7392624,-5.2760267,-0.05992089,-5.453669,0.8352289,1.61E-08,0,2.35E-09,1.34E-09,8.41E-11,2.61E-09,-1.68E-09,3.36E-10,9.25E-10,-2.52E-09,-1.93E-09,-9.25E-10,1.09E-09,1.77E-09,-2.94E-10,2.94E-10,-2.10E-10,-6.94E-10,-1.68E-10,5.04E-10,-0.078620891,0.046592341,-0.100830909,0.015084922,-0.00349269,-0.01325459,18.9895804,15.92968591,18.93213863,18.05266127,17.70489885,17.41220706,48.04511198,0
117.4538352,0.49381754,0.4586361,0.47837046,0.46722528,0.5697749,0.5023031,0.5257103,0.5236413,0.48964018,0.54389787,0.49771857,0.5610198,0.23178703,1701.372722,1914.583382,3577.19329,0.061724184,-103.75408,113.346085,-10.349033,28.346945,5.5615916,13.127688,1.9983772,13.790721,3.3818343,4.194411,1.5207133,5.3735514,3.8045976,6.3451667,2.7331438,3.6942747,4.3933015,5.6224394,0.7697853,5.3409185,1.06E-08,-2.66E-09,0,-3.32E-10,-1.33E-09,1.66E-10,-4.57E-10,-9.97E-10,4.98E-10,-9.55E-10,-7.47E-10,-4.98E-10,-5.19E-10,3.32E-10,-2.49E-10,5.81E-10,-4.15E-10,8.72E-10,4.15E-11,-3.32E-10,0.034195315,-0.010102802,-0.008114863,-0.041112047,0.00507822,0.011916923,20.17525449,14.30231795,17.66557777,17.50872984,17.57877152,17.11791678,47.7581339,0
123.046875,0.50876826,0.33946225,0.38756946,0.4022291,0.3705975,0.5045865,0.37631956,0.4213475,0.33812648,0.32214293,0.3546407,0.35637048,0.31674162,2148.176247,2318.931352,4660.752386,0.085090959,-28.304811,93.29123,-5.809354,21.23769,-0.5644593,14.8773,-2.929114,11.220106,1.7058723,4.1317186,2.4223094,6.3933496,0.12912928,4.3003974,-1.7409898,2.4845438,-6.1054053,3.1664839,-0.5401981,1.5319748,0.000364943,0.000419305,0.000186951,-5.21E-05,-0.0001954,-0.000233909,-0.000234456,-0.000259433,-0.000299178,-0.000279435,-0.000137058,0.000105666,0.000337908,0.000435902,0.000355063,0.000160985,-2.59E-05,-0.000123208,-0.000138932,-0.000141295,-0.061942543,0.123643938,-0.060875497,0.027296608,-0.014679929,-0.008412078,23.39540649,14.06555643,17.99071884,17.37473143,17.41621319,16.76655307,47.34791159,0
112.3471467,0.384528,0.41787264,0.5373813,0.5226448,0.49692583,0.42570022,0.48078117,0.4148255,0.4056263,0.5159389,0.3708913,0.37117183,0.097605996,2518.499648,2199.36412,4789.044519,0.152316773,-105.451256,83.290016,-32.211582,30.746925,-1.3996432,9.259714,-6.5509305,5.863439,-2.7017946,0.2119076,2.0278058,2.4918554,-0.9698176,-2.868606,-3.0149832,-1.9279101,-3.7355487,1.1085141,0.56123406,-2.4104369,-3.74E-09,-2.80E-09,1.40E-09,3.27E-09,1.64E-09,-1.17E-10,3.04E-09,8.76E-10,3.50E-10,5.84E-10,4.09E-10,-1.17E-10,-5.26E-10,-7.01E-10,-4.09E-10,2.92E-10,4.09E-10,2.92E-10,8.18E-10,1.20E-09,0.040810549,0.011150142,-0.009972017,-0.026009074,-0.00967516,0.004429503,16.40019587,14.07420871,17.19056743,16.50949314,17.50530893,17.29809874,45.51218885,0
112.3471467,0.384528,0.41787264,0.5373813,0.5226448,0.49692583,0.42570022,0.48078117,0.4148255,0.4056263,0.5159389,0.3708913,0.37117183,0.097605996,2518.499648,2199.36412,4789.044519,0.152316773,-105.451256,83.290016,-32.211582,30.746925,-1.3996432,9.259714,-6.5509305,5.863439,-2.7017946,0.2119076,2.0278058,2.4918554,-0.9698176,-2.868606,-3.0149832,-1.9279101,-3.7355487,1.1085141,0.56123406,-2.4104369,-3.74E-09,-2.80E-09,1.40E-09,3.27E-09,1.64E-09,-1.17E-10,3.04E-09,8.76E-10,3.50E-10,5.84E-10,4.09E-10,-1.17E-10,-5.26E-10,-7.01E-10,-4.09E-10,2.92E-10,4.09E-10,2.92E-10,8.18E-10,1.20E-09,0.040810549,0.011150142,-0.009972017,-0.026009074,-0.00967516,0.004429503,16.40019587,14.07420871,17.19056743,16.50949314,17.50530893,17.29809874,45.51218885,0
75.99954044,0.3853072,0.34929782,0.35852784,0.46271175,0.46095267,0.6230501,0.54422563,0.39202535,0.42847154,0.35967773,0.41871005,0.3345294,0.2900531,2504.531512,2471.571591,5217.131761,0.097811974,-27.802124,82.280136,-4.3461432,21.612133,2.1673114,11.497521,-1.3168675,7.3903956,-1.727142,6.485191,2.0060997,5.6914763,-2.8908787,1.8799039,-1.7911037,0.9868214,-2.2488897,1.7531718,-2.236959,3.556965,0.007288304,0.001685691,0.000394711,0.000718433,0.000348838,0.000471497,0.000520158,0.00072116,0.000311123,0.000422485,0.000386465,0.000423909,0.000488386,0.000291424,0.000341284,0.000251387,-6.08E-05,0.00020649,8.48E-05,0.000324702,-0.073281836,-0.043827595,-0.044659202,0.011662707,0.007910528,0.010433921,21.65355928,15.56741287,17.3477099,17.34961864,17.85949319,17.51573283,47.8124022,1
92.28515625,0.31441075,0.37857035,0.25391275,0.34592438,0.33006048,0.26748976,0.40249217,0.36012548,0.5175543,0.39381075,0.37291908,0.44325766,0.20912501,2126.425996,2588.960259,4863.585424,0.076419644,-110.31369,97.19609,20.08561,15.120428,9.237825,5.601198,3.3450193,3.7962625,-2.8241384,5.0214267,-5.0906744,2.8677042,-8.826369,-1.4510678,-4.8659806,1.222987,-5.281091,-1.4334009,-2.867327,-1.3654901,-6.09E-09,-7.61E-10,-1.33E-09,1.52E-09,9.51E-11,7.61E-10,-6.18E-10,-6.66E-10,1.43E-10,-5.71E-10,-8.80E-10,-6.18E-10,-8.32E-11,6.66E-10,-9.99E-10,9.51E-11,-2.85E-10,-1.43E-09,-2.38E-10,-2.47E-09,0.018147751,-0.067736403,-0.029259602,0.007778895,-0.005273597,0.002991664,22.35667153,15.34220064,18.7734926,18.61358919,18.30805173,18.84050757,46.44270717,0
161.4990234,0.27413452,0.3935179,0.30312568,0.46364984,0.35901362,0.4748481,0.3030034,0.22781044,0.37141532,0.3256221,0.41333216,0.25466073,0.31534737,2140.379271,2535.728167,4823.050056,0.082455336,-43.50385,102.96065,14.992029,20.089102,0.104705706,-5.2674956,1.6512057,-1.2899107,1.8778421,0.57698643,-2.7666848,4.8149405,-3.484599,3.4852378,-8.440034,-2.561702,-3.5768287,-2.5280578,-2.9695773,2.3387165,-8.28E-05,-9.85E-05,-5.45E-05,-1.12E-05,1.09E-05,1.14E-05,6.40E-06,1.26E-05,3.28E-05,5.55E-05,6.75E-05,6.71E-05,6.47E-05,7.08E-05,8.24E-05,8.22E-05,5.22E-05,-8.88E-06,-8.09E-05,-0.000134239,-0.22594281,0.001410368,-0.04949841,0.015012361,-0.000535127,-0.0220303,22.87682714,16.11318662,19.19898181,20.16100258,18.0068884,19.80022594,45.4646395,0
83.35433468,0.55085903,0.5918473,0.527166,0.51015556,0.50858605,0.60935384,0.49605766,0.40891528,0.40789852,0.42990285,0.5603099,0.56827784,0.31865638,1929.357516,2237.410425,4358.670883,0.065699154,-84.26744,79.67965,-3.7550726,59.430157,14.866997,32.4321,6.846668,14.664379,10.064445,9.073143,3.3144646,6.8530736,-2.2115664,7.694548,0.317899,1.6377624,-4.3112717,-1.2230008,-4.8459635,1.9833723,2.57E-09,-1.29E-09,4.02E-10,9.64E-10,-8.04E-10,9.64E-10,4.02E-10,-1.29E-09,8.04E-11,2.81E-10,1.21E-09,8.04E-11,2.93E-09,1.69E-09,9.24E-10,4.42E-10,-8.04E-11,-1.37E-09,-2.81E-10,-1.61E-10,-0.067132807,0.058185612,-0.028415428,-0.005301038,0.008296876,-0.010612653,17.46151367,13.83490254,16.23917402,15.99036648,17.68435853,18.57341812,49.92553176,1
78.30255682,0.44384068,0.44440207,0.26752788,0.37569696,0.28683576,0.42810467,0.34337926,0.25329137,0.28505036,0.27448678,0.38779706,0.26979792,0.20465286,2689.2499,2658.553762,5827.47964,0.11684938,-61.956547,74.40049,-0.93062687,18.07702,2.870023,7.707786,1.9056863,4.927862,-2.8420448,1.0232147,-0.18915543,4.3107758,-2.3409154,1.0085915,-4.242484,0.42192367,-7.882056,-3.4384563,-1.8664593,2.9310691,0.002623841,0.002173969,-0.000685657,-0.002045413,-0.001467475,-0.000531694,-0.000250817,-0.000253265,4.98E-05,0.000540932,0.000717182,0.000443203,4.76E-05,-0.000163287,-0.000182489,-0.000214163,-0.000408894,-0.000510705,-5.37E-05,0.000767961,-0.137576988,0.021180391,-0.034796303,-0.038968458,0.011601804,0.011683698,23.31094817,16.71975306,20.24718884,20.20108844,20.20139773,19.11104079,47.57977332,1
123.046875,0.50876826,0.33946225,0.38756946,0.4022291,0.3705975,0.5045865,0.37631956,0.4213475,0.33812648,0.32214293,0.3546407,0.35637048,0.31674162,2148.176247,2318.931352,4660.752386,0.085090959,-28.304811,93.29123,-5.809354,21.23769,-0.5644593,14.8773,-2.929114,11.220106,1.7058723,4.1317186,2.4223094,6.3933496,0.12912928,4.3003974,-1.7409898,2.4845438,-6.1054053,3.1664839,-0.5401981,1.5319748,0.000364943,0.000419305,0.000186951,-5.21E-05,-0.0001954,-0.000233909,-0.000234456,-0.000259433,-0.000299178,-0.000279435,-0.000137058,0.000105666,0.000337908,0.000435902,0.000355063,0.000160985,-2.59E-05,-0.000123208,-0.000138932,-0.000141295,-0.061942543,0.123643938,-0.060875497,0.027296608,-0.014679929,-0.008412078,23.39540649,14.06555643,17.99071884,17.37473143,17.41621319,16.76655307,47.34791159,0
